"date","geo_value","cases","deaths"
2020-10-31,"va",8818,76
2020-10-31,"vt",136,0
2020-10-31,"wa",5739,68
2020-10-31,"wi",32730,300
2020-10-31,"wv",2744,35
2020-10-31,"wy",2493,19
2020-11-07,"ak",2872,4
2020-11-07,"al",9905,115
2020-11-07,"ar",8638,143
2020-11-07,"az",11438,168
2020-11-07,"ca",41873,345
2020-11-07,"co",30771,269
2020-11-07,"ct",6918,55
2020-11-07,"de",1307,17
2020-11-07,"fl",34530,339
2020-11-07,"ga",44247,668
2020-11-07,"hi",767,1
2020-11-07,"ia",21744,126
2020-11-07,"id",7704,54
2020-11-07,"il",61431,448
2020-11-07,"in",26364,324
2020-11-07,"ks",12774,137
2020-11-07,"ky",12442,76
2020-11-07,"la",5066,97
2020-11-07,"ma",11000,83
2020-11-07,"md",7634,54
2020-11-07,"me",938,4
2020-11-07,"mi",31004,246
2020-11-07,"mn",26482,168
2020-11-07,"mo",24574,127
2020-11-07,"ms",5725,99
2020-11-07,"mt",6147,70
2020-11-07,"nc",16610,227
2020-11-07,"nd",9476,104
2020-11-07,"ne",11663,51
2020-11-07,"nh",1130,6
2020-11-07,"nj",18648,75
2020-11-07,"nm",7181,86
2020-11-07,"nv",7985,73
2020-11-07,"ny",18457,156
2020-11-07,"oh",30030,386
2020-11-07,"ok",8989,92
2020-11-07,"or",4666,40
2020-11-07,"pa",20271,201
2020-11-07,"ri",3506,25
2020-11-07,"sc",8130,80
2020-11-07,"sd",7777,96
2020-11-07,"tn",19114,237
2020-11-07,"tx",43197,806
2020-11-07,"ut",15579,54
2020-11-07,"va",9683,50
2020-11-07,"vt",168,1
2020-11-07,"wa",9413,66
2020-11-07,"wi",39634,209
2020-11-07,"wv",3149,44
2020-11-07,"wy",3299,27
2020-11-14,"ak",3812,14
2020-11-14,"al",12325,164
2020-11-14,"ar",11338,91
2020-11-14,"az",15669,153
2020-11-14,"ca",57118,294
2020-11-14,"co",36811,355
2020-11-14,"ct",10520,66
2020-11-14,"de",2137,14
2020-11-14,"fl",38019,389
2020-11-14,"ga",17868,309
2020-11-14,"hi",708,2
2020-11-14,"ia",33301,143
2020-11-14,"id",9005,76
2020-11-14,"il",85007,600
2020-11-14,"in",39165,363
2020-11-14,"ks",17577,90
2020-11-14,"ky",16476,97
2020-11-14,"la",10266,105
2020-11-14,"ma",16566,96
2020-11-14,"md",11175,92
2020-11-14,"me",1191,12
2020-11-14,"mi",45138,430
2020-11-14,"mn",41074,251
2020-11-14,"mo",36685,224
2020-11-14,"ms",7455,107
2020-11-14,"mt",6938,69
2020-11-14,"nc",17873,151
2020-11-14,"nd",9750,98
2020-11-14,"ne",14439,76
2020-11-14,"nh",1998,10
2020-11-14,"nj",26492,123
2020-11-14,"nm",9500,104
2020-11-14,"nv",10260,58
2020-11-14,"ny",31703,129
2020-11-14,"oh",44516,484
2020-11-14,"ok",18454,87
2020-11-14,"or",6431,30
2020-11-14,"pa",32659,256
2020-11-14,"ri",5149,42
2020-11-14,"sc",9272,95
2020-11-14,"sd",10057,97
2020-11-14,"tn",26959,287
2020-11-14,"tx",61125,786
2020-11-14,"ut",20906,52
2020-11-14,"va",9926,95
2020-11-14,"vt",496,0
2020-11-14,"wa",13170,82
2020-11-14,"wi",46101,191
2020-11-14,"wv",5183,71
2020-11-14,"wy",5284,30
2020-11-21,"ak",4051,4
2020-11-21,"al",14865,211
2020-11-21,"ar",11655,178
2020-11-21,"az",22281,157
2020-11-21,"ca",89098,467
2020-11-21,"co",37622,419
2020-11-21,"ct",12824,91
2020-11-21,"de",2926,20
2020-11-21,"fl",56731,441
2020-11-21,"ga",23899,223
2020-11-21,"hi",602,9
2020-11-21,"ia",25648,206
2020-11-21,"id",9517,88
2020-11-21,"il",83301,864
2020-11-21,"in",44296,506
2020-11-21,"ks",19518,154
2020-11-21,"ky",19771,125
2020-11-21,"la",14728,112
2020-11-21,"ma",18013,115
2020-11-21,"md",15881,122
2020-11-21,"me",1332,11
2020-11-21,"mi",50725,495
2020-11-21,"mn",46924,327
2020-11-21,"mo",31451,191
2020-11-21,"ms",9061,117
2020-11-21,"mt",8656,86
2020-11-21,"nc",23143,249
2020-11-21,"nd",9091,114
2020-11-21,"ne",16195,126
2020-11-21,"nh",2882,9
2020-11-21,"nj",31734,198
2020-11-21,"nm",16269,142
2020-11-21,"nv",12727,103
2020-11-21,"ny",35759,282
2020-11-21,"oh",53043,674
2020-11-21,"ok",20719,108
2020-11-21,"or",7650,60
2020-11-21,"pa",43551,532
2020-11-21,"ri",6472,48
2020-11-21,"sc",11004,164
2020-11-21,"sd",7892,151
2020-11-21,"tn",28981,334
2020-11-21,"tx",80225,954
2020-11-21,"ut",22838,77
2020-11-21,"va",14880,139
2020-11-21,"vt",703,4
2020-11-21,"wa",14538,102
2020-11-21,"wi",48615,404
2020-11-21,"wv",6806,84
2020-11-21,"wy",5529,32
2020-11-28,"ak",4193,17
2020-11-28,"al",14285,115
2020-11-28,"ar",11205,112
2020-11-28,"az",27440,167
2020-11-28,"ca",101640,443
2020-11-28,"co",29755,482
2020-11-28,"ct",11112,133
2020-11-28,"de",3349,27
2020-11-28,"fl",53470,512
2020-11-28,"ga",20760,245
2020-11-28,"hi",721,9
2020-11-28,"ia",17976,184
2020-11-28,"id",8826,66
2020-11-28,"il",66650,886
2020-11-28,"in",39825,573
2020-11-28,"ks",18448,120
2020-11-28,"ky",18274,102
2020-11-28,"la",13893,158
2020-11-28,"ma",18314,132
2020-11-28,"md",14477,187
2020-11-28,"me",1165,17
2020-11-28,"mi",48221,585
2020-11-28,"mn",41071,323
2020-11-28,"mo",28322,276
2020-11-28,"ms",7539,122
2020-11-28,"mt",6303,69
2020-11-28,"nc",25697,214
2020-11-28,"nd",6141,81
2020-11-28,"ne",12294,84
2020-11-28,"nh",3048,15
2020-11-28,"nj",31891,219
2020-11-28,"nm",14542,177
2020-11-28,"nv",17496,108
2020-11-28,"ny",45483,232
2020-11-28,"oh",63417,909
2020-11-28,"ok",22900,93
2020-11-28,"or",8838,77
2020-11-28,"pa",49216,466
2020-11-28,"ri",5953,68
2020-11-28,"sc",9893,72
2020-11-28,"sd",6784,159
2020-11-28,"tn",27219,330
2020-11-28,"tx",96025,874
2020-11-28,"ut",18108,76
2020-11-28,"va",17938,116
2020-11-28,"vt",487,4
2020-11-28,"wa",19302,119
2020-11-28,"wi",32780,321
2020-11-28,"wv",6247,60
2020-11-28,"wy",4518,39
2020-12-05,"ak",4784,20
2020-12-05,"al",22596,305
2020-12-05,"ar",14356,171
2020-12-05,"az",36126,301
2020-12-05,"ca",155691,759
2020-12-05,"co",34437,455
2020-12-05,"ct",15134,185
2020-12-05,"de",4426,29
2020-12-05,"fl",64341,642
2020-12-05,"ga",31807,369
2020-12-05,"hi",656,21
2020-12-05,"ia",16206,307
2020-12-05,"id",10045,119
2020-12-05,"il",67039,1179
2020-12-05,"in",46011,629
2020-12-05,"ks",15720,260
2020-12-05,"ky",23882,177
2020-12-05,"la",16575,157
2020-12-05,"ma",29548,198
2020-12-05,"md",17936,218
2020-12-05,"me",1839,36
2020-12-05,"mi",45346,844
2020-12-05,"mn",41258,399
2020-12-05,"mo",30183,432
2020-12-05,"ms",13518,170
2020-12-05,"mt",6224,65
2020-12-05,"nc",30594,297
2020-12-05,"nd",4555,92
2020-12-05,"ne",13245,205
2020-12-05,"nh",5225,36
2020-12-05,"nj",37664,341
2020-12-05,"nm",12874,211
2020-12-05,"nv",16399,182
2020-12-05,"ny",61520,405
2020-12-05,"oh",60729,1143
2020-12-05,"ok",19421,157
2020-12-05,"or",10737,131
2020-12-05,"pa",60513,957
2020-12-05,"ri",8183,83
2020-12-05,"sc",14324,171
2020-12-05,"sd",6115,145
2020-12-05,"tn",33734,364
2020-12-05,"tx",98330,1235
2020-12-05,"ut",20757,76
2020-12-05,"va",17556,143
2020-12-05,"vt",861,12
2020-12-05,"wa",15850,153
2020-12-05,"wi",32919,470
2020-12-05,"wv",7727,111
2020-12-05,"wy",4013,51
2020-12-12,"ak",4080,32
2020-12-12,"al",25252,225
2020-12-12,"ar",14870,291
2020-12-12,"az",43689,397
2020-12-12,"ca",225121,1062
2020-12-12,"co",23128,324
2020-12-12,"ct",19046,217
2020-12-12,"de",5780,45
2020-12-12,"fl",67335,701
2020-12-12,"ga",38669,282
2020-12-12,"hi",970,10
2020-12-12,"ia",11624,526
2020-12-12,"id",10927,137
2020-12-12,"il",61713,1215
2020-12-12,"in",44517,701
2020-12-12,"ks",17113,287
2020-12-12,"ky",22595,130
2020-12-12,"la",17014,219
2020-12-12,"ma",33708,284
2020-12-12,"md",19625,280
2020-12-12,"me",2493,30
2020-12-12,"mi",36781,869
2020-12-12,"mn",30117,439
2020-12-12,"mo",30266,326
2020-12-12,"ms",14489,231
2020-12-12,"mt",5575,82
2020-12-12,"nc",41224,280
2020-12-12,"nd",3104,139
2020-12-12,"ne",9120,171
2020-12-12,"nh",5752,41
2020-12-12,"nj",39252,426
2020-12-12,"nm",11502,175
2020-12-12,"nv",18321,219
2020-12-12,"ny",69545,572
2020-12-12,"oh",86029,1298
2020-12-12,"ok",20098,168
2020-12-12,"or",9596,123
2020-12-12,"pa",70190,1179
2020-12-12,"ri",8681,140
2020-12-12,"sc",19563,168
2020-12-12,"sd",5031,148
2020-12-12,"tn",48737,495
2020-12-12,"tx",98127,1157
2020-12-12,"ut",18977,99
2020-12-12,"va",27442,212
2020-12-12,"vt",732,16
2020-12-12,"wa",25636,74
2020-12-12,"wi",28073,390
2020-12-12,"wv",8579,137
2020-12-12,"wy",2966,55
2020-12-19,"ak",3123,8
2020-12-19,"al",27063,287
2020-12-19,"ar",15862,280
2020-12-19,"az",45642,615
2020-12-19,"ca",310548,1628
2020-12-19,"co",17586,228
2020-12-19,"ct",16021,218
2020-12-19,"de",5260,65
2020-12-19,"fl",76192,688
2020-12-19,"ga",44260,306
2020-12-19,"hi",857,10
2020-12-19,"ia",11950,324
2020-12-19,"id",8437,106
2020-12-19,"il",52679,1094
2020-12-19,"in",38335,694
2020-12-19,"ks",15172,274
2020-12-19,"ky",19904,179
2020-12-19,"la",18243,227
2020-12-19,"ma",33545,286
2020-12-19,"md",16745,312
2020-12-19,"me",3118,35
2020-12-19,"mi",29107,870
2020-12-19,"mn",19237,421
2020-12-19,"mo",26712,446
2020-12-19,"ms",14164,210
2020-12-19,"mt",3975,48
2020-12-19,"nc",42492,388
2020-12-19,"nd",2095,79
2020-12-19,"ne",7727,110
2020-12-19,"nh",5243,50
2020-12-19,"nj",35313,441
2020-12-19,"nm",10572,242
2020-12-19,"nv",17909,229
2020-12-19,"ny",73550,807
2020-12-19,"oh",60968,1365
2020-12-19,"ok",22598,147
2020-12-19,"or",8975,190
2020-12-19,"pa",67409,1401
2020-12-19,"ri",6994,132
2020-12-19,"sc",21739,210
2020-12-19,"sd",3853,105
2020-12-19,"tn",65624,617
2020-12-19,"tx",124402,1350
2020-12-19,"ut",17149,110
2020-12-19,"va",24357,234
2020-12-19,"vt",717,13
2020-12-19,"wa",13883,163
2020-12-19,"wi",24688,398
2020-12-19,"wv",9064,156
2020-12-19,"wy",2581,30
2020-12-26,"ak",1765,17
2020-12-26,"al",23554,296
2020-12-26,"ar",13855,250
2020-12-26,"az",44810,487
2020-12-26,"ca",277574,1572
2020-12-26,"co",13481,155
2020-12-26,"ct",9961,210
2020-12-26,"de",4337,65
2020-12-26,"fl",71423,662
2020-12-26,"ga",46488,304
2020-12-26,"hi",867,4
2020-12-26,"ia",7834,211
2020-12-26,"id",6718,79
2020-12-26,"il",39775,898
2020-12-26,"in",34150,610
2020-12-26,"ks",9250,167
2020-12-26,"ky",14999,163
2020-12-26,"la",14065,278
2020-12-26,"ma",30332,312
2020-12-26,"md",16686,268
2020-12-26,"me",2809,27
2020-12-26,"mi",18746,608
2020-12-26,"mn",11910,327
2020-12-26,"mo",21078,423
2020-12-26,"ms",12912,175
2020-12-26,"mt",2814,55
2020-12-26,"nc",41662,342
2020-12-26,"nd",1360,33
2020-12-26,"ne",5922,84
2020-12-26,"nh",4769,51
2020-12-26,"nj",35640,440
2020-12-26,"nm",8296,161
2020-12-26,"nv",13795,193
2020-12-26,"ny",76236,966
2020-12-26,"oh",50239,1217
2020-12-26,"ok",20739,168
2020-12-26,"or",6512,82
2020-12-26,"pa",55591,1136
2020-12-26,"ri",4254,102
2020-12-26,"sc",18355,229
2020-12-26,"sd",2588,95
2020-12-26,"tn",46898,426
2020-12-26,"tx",129469,1137
2020-12-26,"ut",15108,64
2020-12-26,"va",26605,197
2020-12-26,"vt",623,13
2020-12-26,"wa",14119,80
2020-12-26,"wi",15343,307
2020-12-26,"wv",8962,131
2020-12-26,"wy",1658,22
2021-01-02,"ak",2178,15
2021-01-02,"al",26000,187
2021-01-02,"ar",17473,288
2021-01-02,"az",46109,637
2021-01-02,"ca",282372,2373
2021-01-02,"co",16045,158
2021-01-02,"ct",17377,308
2021-01-02,"de",4400,55
2021-01-02,"fl",90245,755
2021-01-02,"ga",56334,275
2021-01-02,"hi",1016,4
2021-01-02,"ia",9102,203
2021-01-02,"id",6412,94
2021-01-02,"il",41210,993
2021-01-02,"in",31069,658
2021-01-02,"ks",17566,373
2021-01-02,"ky",18408,164
2021-01-02,"la",18776,216
2021-01-02,"ma",34579,412
2021-01-02,"md",17731,287
2021-01-02,"me",3698,39
2021-01-02,"mi",20657,609
2021-01-02,"mn",11287,270
2021-01-02,"mo",25964,251
2021-01-02,"ms",15254,275
2021-01-02,"mt",2511,52
2021-01-02,"nc",44507,366
2021-01-02,"nd",1552,53
2021-01-02,"ne",6925,110
2021-01-02,"nh",5483,68
2021-01-02,"nj",34478,574
2021-01-02,"nm",8153,218
2021-01-02,"nv",13218,206
2021-01-02,"ny",87651,985
2021-01-02,"oh",50005,1118
2021-01-02,"ok",19663,170
2021-01-02,"or",8022,70
2021-01-02,"pa",52115,1347
2021-01-02,"ri",5883,101
2021-01-02,"sc",23826,261
2021-01-02,"sd",2833,54
2021-01-02,"tn",44688,527
2021-01-02,"tx",163260,1430
2021-01-02,"ut",17576,82
2021-01-02,"va",29178,277
2021-01-02,"vt",723,18
2021-01-02,"wa",10033,277
2021-01-02,"wi",17630,227
2021-01-02,"wv",9150,120
2021-01-02,"wy",1427,65
2021-01-09,"ak",2075,8
2021-01-09,"al",29692,427
2021-01-09,"ar",20304,281
2021-01-09,"az",68195,975
2021-01-09,"ca",295678,3059
2021-01-09,"co",16789,149
2021-01-09,"ct",15874,225
2021-01-09,"de",5602,56
2021-01-09,"fl",109864,914
2021-01-09,"ga",63730,497
2021-01-09,"hi",1449,19
2021-01-09,"ia",12276,181
2021-01-09,"id",7036,80
2021-01-09,"il",48687,993
2021-01-09,"in",35470,527
2021-01-09,"ks",14364,271
2021-01-09,"ky",26427,178
2021-01-09,"la",26156,345
2021-01-09,"ma",42954,482
2021-01-09,"md",20193,279
2021-01-09,"me",3774,74
2021-01-09,"mi",23775,833
2021-01-09,"mn",16581,295
2021-01-09,"mo",29230,422
2021-01-09,"ms",16591,306
2021-01-09,"mt",4158,83
2021-01-09,"nc",55918,533
2021-01-09,"nd",1575,43
2021-01-09,"ne",7358,68
2021-01-09,"nh",5757,93
2021-01-09,"nj",38048,667
2021-01-09,"nm",9575,198
2021-01-09,"nv",17438,302
2021-01-09,"ny",107619,1195
2021-01-09,"oh",56304,980
2021-01-09,"ok",28934,211
2021-01-09,"or",8128,111
2021-01-09,"pa",56854,1437
2021-01-09,"ri",9665,105
2021-01-09,"sc",37366,373
2021-01-09,"sd",3030,68
2021-01-09,"tn",43830,734
2021-01-09,"tx",161249,1870
2021-01-09,"ut",22069,96
2021-01-09,"va",34960,264
2021-01-09,"vt",1101,17
2021-01-09,"wa",24843,237
2021-01-09,"wi",24482,311
2021-01-09,"wv",10451,197
2021-01-09,"wy",2146,51
2021-01-16,"ak",1645,5
2021-01-16,"al",21531,820
2021-01-16,"ar",18432,283
2021-01-16,"az",59556,1212
2021-01-16,"ca",278911,3353
2021-01-16,"co",12236,140
2021-01-16,"ct",17428,270
2021-01-16,"de",4897,60
2021-01-16,"fl",95489,1200
2021-01-16,"ga",60811,834
2021-01-16,"hi",1072,12
2021-01-16,"ia",8577,194
2021-01-16,"id",6041,77
2021-01-16,"il",40628,810
2021-01-16,"in",28489,445
2021-01-16,"ks",13761,353
2021-01-16,"ky",23927,217
2021-01-16,"la",23422,247
2021-01-16,"ma",38591,424
2021-01-16,"md",20667,295
2021-01-16,"me",4200,75
2021-01-16,"mi",18812,520
2021-01-16,"mn",10634,224
2021-01-16,"mo",22249,350
2021-01-16,"ms",14001,335
2021-01-16,"mt",2954,34
2021-01-16,"nc",53471,591
2021-01-16,"nd",1331,43
2021-01-16,"ne",5290,100
2021-01-16,"nh",5234,65
2021-01-16,"nj",42839,560
2021-01-16,"nm",7939,178
2021-01-16,"nv",13781,311
2021-01-16,"ny",109583,1333
2021-01-16,"oh",50530,962
2021-01-16,"ok",26868,214
2021-01-16,"or",7936,196
2021-01-16,"pa",48527,1513
2021-01-16,"ri",6829,99
2021-01-16,"sc",32338,350
2021-01-16,"sd",2345,61
2021-01-16,"tn",33779,651
2021-01-16,"tx",158993,2091
2021-01-16,"ut",18529,95
2021-01-16,"va",35676,325
2021-01-16,"vt",1125,7
2021-01-16,"wa",14375,205
2021-01-16,"wi",18141,338
2021-01-16,"wv",8346,191
2021-01-16,"wy",2349,33
2021-01-23,"ak",1396,30
2021-01-23,"al",18761,538
2021-01-23,"ar",12817,270
2021-01-23,"az",48456,922
2021-01-23,"ca",172340,3415
2021-01-23,"co",10265,83
2021-01-23,"ct",14393,225
2021-01-23,"de",4543,66
2021-01-23,"fl",79728,1160
2021-01-23,"ga",52495,955
2021-01-23,"hi",789,16
2021-01-23,"ia",7874,165
2021-01-23,"id",4049,63
2021-01-23,"il",33860,625
2021-01-23,"in",21470,416
2021-01-23,"ks",10550,99
2021-01-23,"ky",20243,293
2021-01-23,"la",15402,403
2021-01-23,"ma",30367,410
2021-01-23,"md",15276,296
2021-01-23,"me",3379,37
2021-01-23,"mi",14591,510
2021-01-23,"mn",8761,176
2021-01-23,"mo",16608,318
2021-01-23,"ms",12154,271
2021-01-23,"mt",2354,53
2021-01-23,"nc",44890,570
2021-01-23,"nd",949,33
2021-01-23,"ne",5944,42
2021-01-23,"nh",4390,54
2021-01-23,"nj",35447,520
2021-01-23,"nm",5686,205
2021-01-23,"nv",9623,250
2021-01-23,"ny",94445,1329
2021-01-23,"oh",38334,765
2021-01-23,"ok",18606,279
2021-01-23,"or",5188,78
2021-01-23,"pa",38117,1304
2021-01-23,"ri",5292,95
2021-01-23,"sc",31367,371
2021-01-23,"sd",1668,61
2021-01-23,"tn",23828,464
2021-01-23,"tx",131424,2269
2021-01-23,"ut",12637,97
2021-01-23,"va",39264,373
2021-01-23,"vt",993,7
2021-01-23,"wa",14228,211
2021-01-23,"wi",13728,279
2021-01-23,"wv",6628,111
2021-01-23,"wy",1515,49
2021-01-30,"ak",1002,3
2021-01-30,"al",16140,909
2021-01-30,"ar",11392,275
2021-01-30,"az",38022,928
2021-01-30,"ca",139182,3673
2021-01-30,"co",9169,70
2021-01-30,"ct",12208,227
2021-01-30,"de",3636,47
2021-01-30,"fl",73675,1196
2021-01-30,"ga",43700,950
2021-01-30,"hi",787,71
2021-01-30,"ia",6488,165
2021-01-30,"id",3358,57
2021-01-30,"il",25346,568
2021-01-30,"in",16440,312
2021-01-30,"ks",8064,186
2021-01-30,"ky",16548,328
2021-01-30,"la",17021,318
2021-01-30,"ma",25267,341
2021-01-30,"md",13419,270
2021-01-30,"me",2570,46
2021-01-30,"mi",12998,340
2021-01-30,"mn",7011,124
2021-01-30,"mo",15076,229
2021-01-30,"ms",11167,266
2021-01-30,"mt",2352,91
2021-01-30,"nc",39911,701
2021-01-30,"nd",806,11
2021-01-30,"ne",3716,41
2021-01-30,"nh",3660,61
2021-01-30,"nj",35007,521
2021-01-30,"nm",4960,150
2021-01-30,"nv",7636,253
2021-01-30,"ny",85386,1318
2021-01-30,"oh",32940,626
2021-01-30,"ok",16556,273
2021-01-30,"or",4816,80
2021-01-30,"pa",39213,1071
2021-01-30,"ri",4703,77
2021-01-30,"sc",25996,535
2021-01-30,"sd",1089,76
2021-01-30,"tn",18468,755
2021-01-30,"tx",120130,2184
2021-01-30,"ut",10541,81
2021-01-30,"va",33566,370
2021-01-30,"vt",923,3
2021-01-30,"wa",11399,171
2021-01-30,"wi",10994,246
2021-01-30,"wv",5588,143
2021-01-30,"wy",1121,25
2021-02-06,"ak",1010,17
2021-02-06,"al",15729,947
2021-02-06,"ar",11677,223
2021-02-06,"az",25714,913
2021-02-06,"ca",98940,3509
2021-02-06,"co",8417,59
2021-02-06,"ct",9349,168
2021-02-06,"de",2281,28
2021-02-06,"fl",57770,1239
2021-02-06,"ga",31544,894
2021-02-06,"hi",647,9
2021-02-06,"ia",5196,457
2021-02-06,"id",2526,42
2021-02-06,"il",20408,463
2021-02-06,"in",13028,490
2021-02-06,"ks",6839,310
2021-02-06,"ky",15138,306
2021-02-06,"la",12585,275
2021-02-06,"ma",19467,337
2021-02-06,"md",9358,222
2021-02-06,"me",1897,44
2021-02-06,"mi",10238,325
2021-02-06,"mn",6398,102
2021-02-06,"mo",11842,402
2021-02-06,"ms",6588,248
2021-02-06,"mt",1955,80
2021-02-06,"nc",38894,639
2021-02-06,"nd",681,6
2021-02-06,"ne",2851,48
2021-02-06,"nh",2605,56
2021-02-06,"nj",25292,509
2021-02-06,"nm",3675,121
2021-02-06,"nv",6042,232
2021-02-06,"ny",61603,1210
2021-02-06,"oh",25298,504
2021-02-06,"ok",15283,257
2021-02-06,"or",4325,63
2021-02-06,"pa",26768,798
2021-02-06,"ri",3453,67
2021-02-06,"sc",23196,597
2021-02-06,"sd",1058,28
2021-02-06,"tn",17224,889
2021-02-06,"tx",127594,2266
2021-02-06,"ut",8270,70
2021-02-06,"va",23955,324
2021-02-06,"vt",935,9
2021-02-06,"wa",8549,164
2021-02-06,"wi",9019,181
2021-02-06,"wv",3850,104
2021-02-06,"wy",914,28
2021-02-13,"ak",1120,3
2021-02-13,"al",8545,729
2021-02-13,"ar",6498,191
2021-02-13,"az",16230,937
2021-02-13,"ca",70839,2998
2021-02-13,"co",7606,39
2021-02-13,"ct",7965,167
2021-02-13,"de",2840,27
2021-02-13,"fl",50578,1084
2021-02-13,"ga",25406,760
2021-02-13,"hi",392,9
2021-02-13,"ia",4733,128
2021-02-13,"id",2274,36
2021-02-13,"il",16242,411
2021-02-13,"in",9670,397
2021-02-13,"ks",4563,255
2021-02-13,"ky",10837,252
2021-02-13,"la",8724,200
2021-02-13,"ma",15068,343
2021-02-13,"md",8052,207
2021-02-13,"me",1360,13
2021-02-13,"mi",7925,264
2021-02-13,"mn",5574,80
2021-02-13,"mo",7580,308
2021-02-13,"ms",5565,195
2021-02-13,"mt",1580,15
2021-02-13,"nc",27203,527
2021-02-13,"nd",661,8
2021-02-13,"ne",3606,34
2021-02-13,"nh",2496,32
2021-02-13,"nj",25984,476
2021-02-13,"nm",3075,130
2021-02-13,"nv",4445,198
2021-02-13,"ny",61239,1088
2021-02-13,"oh",19462,368
2021-02-13,"ok",10611,233
2021-02-13,"or",3293,117
2021-02-13,"pa",25720,674
2021-02-13,"ri",2930,59
2021-02-13,"sc",20159,300
2021-02-13,"sd",1072,31
2021-02-13,"tn",13398,439
2021-02-13,"tx",76335,1943
2021-02-13,"ut",6884,57
2021-02-13,"va",21248,223
2021-02-13,"vt",795,7
2021-02-13,"wa",7901,226
2021-02-13,"wi",6635,133
2021-02-13,"wv",3092,82
2021-02-13,"wy",468,23
2021-02-20,"ak",986,7
2021-02-20,"al",6130,348
2021-02-20,"ar",2668,96
2021-02-20,"az",10840,532
2021-02-20,"ca",46798,2384
2021-02-20,"co",7346,45
2021-02-20,"ct",5764,142
2021-02-20,"de",1859,10
2021-02-20,"fl",41770,1130
2021-02-20,"ga",20939,892
2021-02-20,"hi",302,5
2021-02-20,"ia",3143,100
2021-02-20,"id",1667,23
2021-02-20,"il",12301,339
2021-02-20,"in",7003,187
2021-02-20,"ks",4714,244
2021-02-20,"ky",8928,154
2021-02-20,"la",3702,164
2021-02-20,"ma",11869,222
2021-02-20,"md",5601,161
2021-02-20,"me",942,11
2021-02-20,"mi",7049,222
2021-02-20,"mn",5366,54
2021-02-20,"mo",5728,279
2021-02-20,"ms",3899,92
2021-02-20,"mt",1344,14
2021-02-20,"nc",21372,443
2021-02-20,"nd",678,6
2021-02-20,"ne",1724,45
2021-02-20,"nh",2405,23
2021-02-20,"nj",20556,394
2021-02-20,"nm",2186,94
2021-02-20,"nv",2835,174
2021-02-20,"ny",53895,946
2021-02-20,"oh",14765,317
2021-02-20,"ok",6097,161
2021-02-20,"or",2677,17
2021-02-20,"pa",19199,495
2021-02-20,"ri",2324,26
2021-02-20,"sc",18137,345
2021-02-20,"sd",953,19
2021-02-20,"tn",8008,213
2021-02-20,"tx",30531,896
2021-02-20,"ut",5450,52
2021-02-20,"va",14388,201
2021-02-20,"vt",798,7
2021-02-20,"wa",5747,147
2021-02-20,"wi",5138,127
2021-02-20,"wv",2082,53
2021-02-20,"wy",597,15
2021-02-27,"ak",878,1
2021-02-27,"al",6697,340
2021-02-27,"ar",3965,69
2021-02-27,"az",9544,487
2021-02-27,"ca",38740,2957
2021-02-27,"co",7052,36
2021-02-27,"ct",6845,99
2021-02-27,"de",1986,52
2021-02-27,"fl",39975,921
2021-02-27,"ga",20440,552
2021-02-27,"hi",483,9
2021-02-27,"ia",4100,134
2021-02-27,"id",1990,34
2021-02-27,"il",12623,284
2021-02-27,"in",6282,220
2021-02-27,"ks",2793,119
2021-02-27,"ky",7929,199
2021-02-27,"la",6305,147
2021-02-27,"ma",11916,176
2021-02-27,"md",5535,159
2021-02-27,"me",1126,44
2021-02-27,"mi",9085,166
2021-02-27,"mn",5633,52
2021-02-27,"mo",5924,223
2021-02-27,"ms",3849,116
2021-02-27,"mt",1196,15
2021-02-27,"nc",18452,316
2021-02-27,"nd",529,8
2021-02-27,"ne",1969,35
2021-02-27,"nh",2005,17
2021-02-27,"nj",22592,404
2021-02-27,"nm",2413,90
2021-02-27,"nv",2817,89
2021-02-27,"ny",50605,788
2021-02-27,"oh",13848,222
2021-02-27,"ok",5545,224
2021-02-27,"or",2604,54
2021-02-27,"pa",18448,357
2021-02-27,"ri",2477,17
2021-02-27,"sc",13795,242
2021-02-27,"sd",1121,27
2021-02-27,"tn",9911,278
2021-02-27,"tx",56532,1548
2021-02-27,"ut",4736,87
2021-02-27,"va",12502,1185
2021-02-27,"vt",739,8
2021-02-27,"wa",5979,134
2021-02-27,"wi",5097,143
2021-02-27,"wv",2216,43
2021-02-27,"wy",667,9
2021-03-06,"ak",1025,15
2021-03-06,"al",6728,219
2021-03-06,"ar",5458,0
2021-03-06,"az",9412,356
2021-03-06,"ca",31349,2060
2021-03-06,"co",6791,28
2021-03-06,"ct",5384,82
2021-03-06,"de",1622,46
2021-03-06,"fl",37215,886
2021-03-06,"ga",17591,611
2021-03-06,"hi",358,5
2021-03-06,"ia",3247,82
2021-03-06,"id",1791,19
2021-03-06,"il",11820,293
2021-03-06,"in",5574,170
2021-03-06,"ks",2189,76
2021-03-06,"ky",6237,181
2021-03-06,"la",4453,129
2021-03-06,"ma",10251,147
2021-03-06,"md",5338,85
2021-03-06,"me",1146,2
2021-03-06,"mi",10341,150
2021-03-06,"mn",5326,71
2021-03-06,"mo",4217,230
2021-03-06,"ms",3230,136
2021-03-06,"mt",819,23
2021-03-06,"nc",13628,290
2021-03-06,"nd",584,4
2021-03-06,"ne",1933,31
2021-03-06,"nh",1529,11
2021-03-06,"nj",23123,319
