"date","geo_value","cases","deaths"
2021-03-06,"nm",1854,96
2021-03-06,"nv",2472,79
2021-03-06,"ny",50953,745
2021-03-06,"oh",11582,190
2021-03-06,"ok",4792,155
2021-03-06,"or",1764,88
2021-03-06,"pa",17542,405
2021-03-06,"ri",2499,39
2021-03-06,"sc",9385,221
2021-03-06,"sd",1078,12
2021-03-06,"tn",8288,150
2021-03-06,"tx",43578,1631
2021-03-06,"ut",3668,46
2021-03-06,"va",10223,1137
2021-03-06,"vt",866,4
2021-03-06,"wa",4759,85
2021-03-06,"wi",4389,89
2021-03-06,"wv",1710,26
2021-03-06,"wy",414,11
2021-03-13,"ak",928,1
2021-03-13,"al",3894,178
2021-03-13,"ar",2160,158
2021-03-13,"az",6975,223
2021-03-13,"ca",24392,1409
2021-03-13,"co",7017,36
2021-03-13,"ct",5247,61
2021-03-13,"de",2017,40
2021-03-13,"fl",32212,605
2021-03-13,"ga",11189,311
2021-03-13,"hi",453,6
2021-03-13,"ia",3176,81
2021-03-13,"id",2305,31
2021-03-13,"il",10580,186
2021-03-13,"in",5343,120
2021-03-13,"ks",1794,10
2021-03-13,"ky",5586,160
2021-03-13,"la",3437,145
2021-03-13,"ma",10685,113
2021-03-13,"md",5971,97
2021-03-13,"me",1224,20
2021-03-13,"mi",13687,110
2021-03-13,"mn",7279,195
2021-03-13,"mo",3667,148
2021-03-13,"ms",3256,91
2021-03-13,"mt",1070,13
2021-03-13,"nc",10539,189
2021-03-13,"nd",596,9
2021-03-13,"ne",1811,14
2021-03-13,"nh",1624,18
2021-03-13,"nj",24457,331
2021-03-13,"nm",1425,54
2021-03-13,"nv",3105,81
2021-03-13,"ny",47683,603
2021-03-13,"oh",10562,164
2021-03-13,"ok",3533,167
2021-03-13,"or",2323,26
2021-03-13,"pa",17541,199
2021-03-13,"ri",2381,26
2021-03-13,"sc",8092,151
2021-03-13,"sd",1107,11
2021-03-13,"tn",8711,84
2021-03-13,"tx",31842,1115
2021-03-13,"ut",3545,46
2021-03-13,"va",9025,466
2021-03-13,"vt",734,6
2021-03-13,"wa",4893,82
2021-03-13,"wi",3770,75
2021-03-13,"wv",1859,196
2021-03-13,"wy",399,9
2021-03-20,"ak",897,4
2021-03-20,"al",7782,109
2021-03-20,"ar",1734,78
2021-03-20,"az",3671,187
2021-03-20,"ca",20587,920
2021-03-20,"co",7006,24
2021-03-20,"ct",6114,67
2021-03-20,"de",1786,22
2021-03-20,"fl",31253,488
2021-03-20,"ga",11167,314
2021-03-20,"hi",585,3
2021-03-20,"ia",2937,41
2021-03-20,"id",2184,31
2021-03-20,"il",12585,140
2021-03-20,"in",5276,80
2021-03-20,"ks",1530,20
2021-03-20,"ky",4742,754
2021-03-20,"la",3255,127
2021-03-20,"ma",12241,92
2021-03-20,"md",6435,120
2021-03-20,"me",1430,4
2021-03-20,"mi",20691,137
2021-03-20,"mn",7878,36
2021-03-20,"mo",4339,53
2021-03-20,"ms",2100,59
2021-03-20,"mt",1240,22
2021-03-20,"nc",12548,129
2021-03-20,"nd",668,4
2021-03-20,"ne",1782,8
2021-03-20,"nh",1997,18
2021-03-20,"nj",28101,246
2021-03-20,"nm",1393,39
2021-03-20,"nv",1886,54
2021-03-20,"ny",44358,553
2021-03-20,"oh",10521,118
2021-03-20,"ok",2579,87
2021-03-20,"or",1918,40
2021-03-20,"pa",20664,276
2021-03-20,"ri",2537,28
2021-03-20,"sc",7841,107
2021-03-20,"sd",1222,13
2021-03-20,"tn",8665,86
2021-03-20,"tx",27407,926
2021-03-20,"ut",3271,39
2021-03-20,"va",10183,119
2021-03-20,"vt",857,5
2021-03-20,"wa",5357,51
2021-03-20,"wi",3924,62
2021-03-20,"wv",2329,81
2021-03-20,"wy",418,2
2021-03-27,"ak",1097,3
2021-03-27,"al",2985,90
2021-03-27,"ar",1313,57
2021-03-27,"az",3569,179
2021-03-27,"ca",18753,1671
2021-03-27,"co",8070,22
2021-03-27,"ct",8519,33
2021-03-27,"de",1759,18
2021-03-27,"fl",34700,429
2021-03-27,"ga",10296,396
2021-03-27,"hi",612,9
2021-03-27,"ia",3912,44
2021-03-27,"id",2008,13
2021-03-27,"il",15146,169
2021-03-27,"in",5941,85
2021-03-27,"ks",1467,50
2021-03-27,"ky",4154,303
2021-03-27,"la",3332,99
2021-03-27,"ma",14699,107
2021-03-27,"md",7693,88
2021-03-27,"me",1360,8
2021-03-27,"mi",32339,141
2021-03-27,"mn",9560,58
2021-03-27,"mo",4807,83
2021-03-27,"ms",1743,45
2021-03-27,"mt",1131,22
2021-03-27,"nc",10265,208
2021-03-27,"nd",944,6
2021-03-27,"ne",1872,40
2021-03-27,"nh",2429,18
2021-03-27,"nj",29495,248
2021-03-27,"nm",1327,36
2021-03-27,"nv",1967,65
2021-03-27,"ny",62788,527
2021-03-27,"oh",11784,102
2021-03-27,"ok",2559,62
2021-03-27,"or",2382,13
2021-03-27,"pa",25451,170
2021-03-27,"ri",2736,13
2021-03-27,"sc",7724,127
2021-03-27,"sd",1356,11
2021-03-27,"tn",7752,75
2021-03-27,"tx",26464,728
2021-03-27,"ut",2919,41
2021-03-27,"va",10229,74
2021-03-27,"vt",1068,5
2021-03-27,"wa",6333,44
2021-03-27,"wi",4694,34
2021-03-27,"wv",2838,31
2021-03-27,"wy",465,2
2021-04-03,"ak",1234,0
2021-04-03,"al",2543,111
2021-04-03,"ar",1110,51
2021-04-03,"az",4504,79
2021-04-03,"ca",18793,810
2021-04-03,"co",10060,51
2021-04-03,"ct",8746,39
2021-04-03,"de",2376,21
2021-04-03,"fl",37970,510
2021-04-03,"ga",9250,284
2021-04-03,"hi",864,5
2021-04-03,"ia",3653,104
2021-04-03,"id",1753,12
2021-04-03,"il",18607,137
2021-04-03,"in",6889,63
2021-04-03,"ks",1433,41
2021-04-03,"ky",4440,126
2021-04-03,"la",2400,74
2021-04-03,"ma",15676,72
2021-04-03,"md",8951,96
2021-04-03,"me",1817,9
2021-04-03,"mi",45062,211
2021-04-03,"mn",12434,50
2021-04-03,"mo",4037,70
2021-04-03,"ms",1571,55
2021-04-03,"mt",938,29
2021-04-03,"nc",10631,108
2021-04-03,"nd",1056,0
2021-04-03,"ne",3452,6
2021-04-03,"nh",2703,12
2021-04-03,"nj",31253,250
2021-04-03,"nm",1265,24
2021-04-03,"nv",1998,38
2021-04-03,"ny",56279,622
2021-04-03,"oh",13408,99
2021-04-03,"ok",2241,103
2021-04-03,"or",2778,16
2021-04-03,"pa",30415,208
2021-04-03,"ri",2480,22
2021-04-03,"sc",7160,92
2021-04-03,"sd",1273,5
2021-04-03,"tn",8256,70
2021-04-03,"tx",22103,634
2021-04-03,"ut",2824,31
2021-04-03,"va",9907,109
2021-04-03,"vt",1282,5
2021-04-03,"wa",7288,60
2021-04-03,"wi",4927,67
2021-04-03,"wv",2790,62
2021-04-03,"wy",401,5
2021-04-10,"ak",1274,0
2021-04-10,"al",1973,75
2021-04-10,"ar",1083,20
2021-04-10,"az",5183,101
2021-04-10,"ca",23045,688
2021-04-10,"co",11460,47
2021-04-10,"ct",7630,40
2021-04-10,"de",2126,12
2021-04-10,"fl",41681,362
2021-04-10,"ga",9020,278
2021-04-10,"hi",734,4
2021-04-10,"ia",3616,35
2021-04-10,"id",1972,27
2021-04-10,"il",22645,142
2021-04-10,"in",7568,64
2021-04-10,"ks",1347,6
2021-04-10,"ky",3614,92
2021-04-10,"la",3369,55
2021-04-10,"ma",14346,87
2021-04-10,"md",9587,102
2021-04-10,"me",2275,5
2021-04-10,"mi",51409,302
2021-04-10,"mn",14010,69
2021-04-10,"mo",4455,18
2021-04-10,"ms",1341,40
2021-04-10,"mt",1107,58
2021-04-10,"nc",13247,112
2021-04-10,"nd",1104,4
2021-04-10,"ne",2440,39
2021-04-10,"nh",2998,9
2021-04-10,"nj",26707,227
2021-04-10,"nm",1216,27
2021-04-10,"nv",2788,58
2021-04-10,"ny",51863,485
2021-04-10,"oh",13589,135
2021-04-10,"ok",2258,1716
2021-04-10,"or",3605,49
2021-04-10,"pa",30238,225
2021-04-10,"ri",2842,8
2021-04-10,"sc",6499,77
2021-04-10,"sd",1339,8
2021-04-10,"tn",7708,89
2021-04-10,"tx",24260,502
2021-04-10,"ut",2763,27
2021-04-10,"va",10444,171
2021-04-10,"vt",1060,2
2021-04-10,"wa",7827,44
2021-04-10,"wi",6311,38
2021-04-10,"wv",2648,49
2021-04-10,"wy",426,1
2021-04-17,"ak",1123,20
2021-04-17,"al",3543,78
2021-04-17,"ar",1354,32
2021-04-17,"az",4029,59
2021-04-17,"ca",18468,549
2021-04-17,"co",11143,61
2021-04-17,"ct",7476,51
2021-04-17,"de",2574,25
2021-04-17,"fl",43354,390
2021-04-17,"ga",10600,269
2021-04-17,"hi",672,3
2021-04-17,"ia",2942,24
2021-04-17,"id",1616,24
2021-04-17,"il",22745,168
2021-04-17,"in",9578,78
2021-04-17,"ks",1634,14
2021-04-17,"ky",4317,89
2021-04-17,"la",3117,66
2021-04-17,"ma",13672,68
2021-04-17,"md",9612,101
2021-04-17,"me",3194,14
2021-04-17,"mi",53161,369
2021-04-17,"mn",14259,61
2021-04-17,"mo",0,125
2021-04-17,"ms",1697,58
2021-04-17,"mt",947,22
2021-04-17,"nc",14287,139
2021-04-17,"nd",1006,8
2021-04-17,"ne",2287,0
2021-04-17,"nh",2833,10
2021-04-17,"nj",25601,275
2021-04-17,"nm",1500,25
2021-04-17,"nv",2531,33
2021-04-17,"ny",43307,502
2021-04-17,"oh",14499,107
2021-04-17,"ok",2058,28
2021-04-17,"or",4416,20
2021-04-17,"pa",35220,261
2021-04-17,"ri",3052,9
2021-04-17,"sc",6485,48
2021-04-17,"sd",1347,7
2021-04-17,"tn",11089,52
2021-04-17,"tx",23562,369
2021-04-17,"ut",2749,5
2021-04-17,"va",10503,106
2021-04-17,"vt",904,11
2021-04-17,"wa",9319,58
2021-04-17,"wi",6048,43
2021-04-17,"wv",2763,38
2021-04-17,"wy",394,2
2021-04-24,"ak",1123,0
2021-04-24,"al",3767,61
2021-04-24,"ar",1235,24
2021-04-24,"az",5026,109
2021-04-24,"ca",14298,441
2021-04-24,"co",11770,83
2021-04-24,"ct",5704,52
2021-04-24,"de",2150,13
2021-04-24,"fl",41846,408
2021-04-24,"ga",9552,216
2021-04-24,"hi",582,4
2021-04-24,"ia",2964,46
2021-04-24,"id",1414,14
2021-04-24,"il",19423,169
2021-04-24,"in",6848,55
2021-04-24,"ks",1458,15
2021-04-24,"ky",3594,106
2021-04-24,"la",3586,54
2021-04-24,"ma",10320,80
2021-04-24,"md",7492,103
2021-04-24,"me",2673,8
2021-04-24,"mi",37999,474
2021-04-24,"mn",12151,67
2021-04-24,"mo",4571,63
2021-04-24,"ms",1320,22
2021-04-24,"mt",959,18
2021-04-24,"nc",13239,136
2021-04-24,"nd",950,7
2021-04-24,"ne",2283,29
2021-04-24,"nh",2263,16
2021-04-24,"nj",20493,233
2021-04-24,"nm",1353,23
2021-04-24,"nv",2605,57
2021-04-24,"ny",33758,411
2021-04-24,"oh",11334,165
2021-04-24,"ok",1687,19
2021-04-24,"or",5429,24
2021-04-24,"pa",27633,316
2021-04-24,"ri",2175,13
2021-04-24,"sc",5968,93
2021-04-24,"sd",925,5
2021-04-24,"tn",7407,81
2021-04-24,"tx",23393,358
2021-04-24,"ut",2641,16
2021-04-24,"va",8498,111
2021-04-24,"vt",610,2
2021-04-24,"wa",9763,54
2021-04-24,"wi",5112,52
2021-04-24,"wv",2551,37
2021-04-24,"wy",429,2
2021-05-01,"ak",1074,13
2021-05-01,"al",2411,62
2021-05-01,"ar",1326,24
2021-05-01,"az",5495,78
2021-05-01,"ca",14028,517
2021-05-01,"co",11087,67
2021-05-01,"ct",4467,50
2021-05-01,"de",1694,11
2021-05-01,"fl",35024,427
2021-05-01,"ga",8635,239
2021-05-01,"hi",741,5
2021-05-01,"ia",2500,25
2021-05-01,"id",1473,15
2021-05-01,"il",18870,216
2021-05-01,"in",7618,67
2021-05-01,"ks",1707,21
2021-05-01,"ky",4140,77
2021-05-01,"la",3040,46
2021-05-01,"ma",8709,71
2021-05-01,"md",5989,116
2021-05-01,"me",2004,17
2021-05-01,"mi",28217,486
2021-05-01,"mn",10837,97
2021-05-01,"mo",4554,73
2021-05-01,"ms",1551,24
2021-05-01,"mt",937,11
2021-05-01,"nc",12820,128
2021-05-01,"nd",1002,8
2021-05-01,"ne",1452,3
2021-05-01,"nh",1621,22
2021-05-01,"nj",2615,221
2021-05-01,"nm",1512,43
2021-05-01,"nv",2598,42
2021-05-01,"ny",24993,359
2021-05-01,"oh",10586,122
2021-05-01,"ok",1755,72
2021-05-01,"or",5667,14
2021-05-01,"pa",23410,257
2021-05-01,"ri",1862,11
2021-05-01,"sc",5330,92
2021-05-01,"sd",670,9
2021-05-01,"tn",6692,57
2021-05-01,"tx",23770,347
2021-05-01,"ut",2583,23
2021-05-01,"va",7227,102
2021-05-01,"vt",553,3
2021-05-01,"wa",9397,65
2021-05-01,"wi",5148,95
2021-05-01,"wv",2430,0
2021-05-01,"wy",446,2
2021-05-08,"ak",729,2
2021-05-08,"al",2435,65
2021-05-08,"ar",1447,19
2021-05-08,"az",4811,69
2021-05-08,"ca",13120,375
2021-05-08,"co",8819,61
2021-05-08,"ct",3485,40
2021-05-08,"de",1327,10
2021-05-08,"fl",27638,461
2021-05-08,"ga",7843,156
2021-05-08,"hi",697,4
2021-05-08,"ia",2335,32
2021-05-08,"id",1132,15
2021-05-08,"il",15358,216
2021-05-08,"in",7234,67
2021-05-08,"ks",1461,34
2021-05-08,"ky",3986,65
2021-05-08,"la",3192,51
2021-05-08,"ma",6261,58
2021-05-08,"md",4351,79
2021-05-08,"me",2135,6
2021-05-08,"mi",21599,484
2021-05-08,"mn",9435,70
2021-05-08,"mo",4071,79
2021-05-08,"ms",1266,29
2021-05-08,"mt",904,18
2021-05-08,"nc",10746,129
2021-05-08,"nd",771,4
2021-05-08,"ne",1315,7
2021-05-08,"nh",1338,10
2021-05-08,"nj",8743,203
2021-05-08,"nm",1600,31
2021-05-08,"nv",2542,34
2021-05-08,"ny",18031,343
2021-05-08,"oh",8796,116
2021-05-08,"ok",1343,44
2021-05-08,"or",5207,30
2021-05-08,"pa",18405,262
2021-05-08,"ri",1391,16
2021-05-08,"sc",4440,80
2021-05-08,"sd",569,13
2021-05-08,"tn",5585,54
2021-05-08,"tx",16972,324
2021-05-08,"ut",2387,20
2021-05-08,"va",5558,108
2021-05-08,"vt",413,2
2021-05-08,"wa",9271,65
2021-05-08,"wi",4633,83
2021-05-08,"wv",2503,47
2021-05-08,"wy",481,3
2021-05-15,"ak",576,4
2021-05-15,"al",9085,60
2021-05-15,"ar",1272,33
2021-05-15,"az",4114,52
2021-05-15,"ca",11271,220
2021-05-15,"co",6850,65
2021-05-15,"ct",2259,36
2021-05-15,"de",925,15
2021-05-15,"fl",22947,356
2021-05-15,"ga",5742,137
2021-05-15,"hi",568,4
2021-05-15,"ia",1668,16
2021-05-15,"id",1120,8
2021-05-15,"il",11794,224
2021-05-15,"in",5925,66
2021-05-15,"ks",1136,22
2021-05-15,"ky",3493,70
2021-05-15,"la",3060,45
2021-05-15,"ma",4950,61
2021-05-15,"md",2944,82
2021-05-15,"me",1773,6
2021-05-15,"mi",14288,416
2021-05-15,"mn",6663,62
2021-05-15,"mo",3103,46
2021-05-15,"ms",1544,26
2021-05-15,"mt",755,6
2021-05-15,"nc",8840,82
2021-05-15,"nd",619,5
2021-05-15,"ne",988,34
2021-05-15,"nh",1062,17
2021-05-15,"nj",2935,161
2021-05-15,"nm",1317,15
2021-05-15,"nv",2559,32
2021-05-15,"ny",13570,259
2021-05-15,"oh",7461,106
2021-05-15,"ok",1199,46
2021-05-15,"or",4375,57
2021-05-15,"pa",13127,226
2021-05-15,"ri",808,13
2021-05-15,"sc",4114,52
2021-05-15,"sd",411,11
2021-05-15,"tn",4652,66
2021-05-15,"tx",15536,309
2021-05-15,"ut",2205,35
2021-05-15,"va",3793,123
2021-05-15,"vt",402,3
2021-05-15,"wa",8685,58
2021-05-15,"wi",3585,60
2021-05-15,"wv",2229,31
2021-05-15,"wy",456,2
2021-05-22,"ak",426,16
2021-05-22,"al",2099,74
2021-05-22,"ar",1353,23
2021-05-22,"az",3915,88
2021-05-22,"ca",8896,241
2021-05-22,"co",5019,46
2021-05-22,"ct",1348,39
2021-05-22,"de",1407,8
2021-05-22,"fl",18744,407
2021-05-22,"ga",4542,156
2021-05-22,"hi",584,3
2021-05-22,"ia",1287,35
2021-05-22,"id",1160,11
2021-05-22,"il",9545,206
2021-05-22,"in",4890,82
2021-05-22,"ks",1291,19
2021-05-22,"ky",3325,57
2021-05-22,"la",2982,44
2021-05-22,"ma",3306,64
2021-05-22,"md",2413,65
2021-05-22,"me",1339,18
2021-05-22,"mi",10056,350
2021-05-22,"mn",4705,77
2021-05-22,"mo",3039,150
2021-05-22,"ms",1562,25
2021-05-22,"mt",524,5
2021-05-22,"nc",6416,96
2021-05-22,"nd",490,3
2021-05-22,"ne",549,0
2021-05-22,"nh",681,13
2021-05-22,"nj",3297,132
2021-05-22,"nm",1218,18
2021-05-22,"nv",1813,22
2021-05-22,"ny",10622,196
2021-05-22,"oh",6341,106
2021-05-22,"ok",983,40
2021-05-22,"or",3177,33
2021-05-22,"pa",9981,268
2021-05-22,"ri",873,4
2021-05-22,"sc",2535,36
2021-05-22,"sd",264,10
2021-05-22,"tn",3492,63
2021-05-22,"tx",12070,267
2021-05-22,"ut",1921,32
2021-05-22,"va",2889,89
2021-05-22,"vt",237,3
2021-05-22,"wa",4829,80
2021-05-22,"wi",2839,36
2021-05-22,"wv",1505,15
2021-05-22,"wy",582,1
2021-05-29,"ak",296,0
2021-05-29,"al",1477,34
2021-05-29,"ar",1250,14
2021-05-29,"az",4055,81
2021-05-29,"ca",12584,293
2021-05-29,"co",3766,53
2021-05-29,"ct",1016,26
2021-05-29,"de",490,2
2021-05-29,"fl",12552,311
2021-05-29,"ga",3729,176
2021-05-29,"hi",305,5
2021-05-29,"ia",812,20
2021-05-29,"id",944,10
2021-05-29,"il",6498,190
2021-05-29,"in",3712,62
2021-05-29,"ks",836,19
2021-05-29,"ky",2700,77
2021-05-29,"la",2870,54
2021-05-29,"ma",1987,49
2021-05-29,"md",1480,609
2021-05-29,"me",795,6
2021-05-29,"mi",5471,236
2021-05-29,"mn",2778,55
2021-05-29,"mo",3175,76
2021-05-29,"ms",1135,31
2021-05-29,"mt",617,10
2021-05-29,"nc",5400,120
2021-05-29,"nd",333,6
2021-05-29,"ne",420,1
2021-05-29,"nh",455,8
2021-05-29,"nj",2102,117
2021-05-29,"nm",953,132
2021-05-29,"nv",1396,34
2021-05-29,"ny",6810,159
2021-05-29,"oh",4940,92
2021-05-29,"ok",947,373
2021-05-29,"or",2649,48
2021-05-29,"pa",6881,208
2021-05-29,"ri",485,4
2021-05-29,"sc",2267,54
2021-05-29,"sd",248,9
2021-05-29,"tn",2514,60
2021-05-29,"tx",11993,275
2021-05-29,"ut",1605,11
2021-05-29,"va",2372,63
2021-05-29,"vt",116,0
2021-05-29,"wa",8355,63
2021-05-29,"wi",1737,82
2021-05-29,"wv",1552,20
2021-05-29,"wy",483,6
2021-06-05,"ak",256,0
2021-06-05,"al",2180,52
2021-06-05,"ar",1055,16
2021-06-05,"az",2848,70
2021-06-05,"ca",6319,442
2021-06-05,"co",2943,45
2021-06-05,"ct",550,8
2021-06-05,"de",300,16
2021-06-05,"fl",12049,211
2021-06-05,"ga",2511,149
2021-06-05,"hi",411,3
2021-06-05,"ia",625,13
2021-06-05,"id",783,11
2021-06-05,"il",3840,148
2021-06-05,"in",3216,70
2021-06-05,"ks",712,8
2021-06-05,"ky",2137,309
2021-06-05,"la",2296,39
2021-06-05,"ma",1157,35
2021-06-05,"md",943,40
2021-06-05,"me",497,14
2021-06-05,"mi",2979,210
2021-06-05,"mn",1323,43
2021-06-05,"mo",2895,62
2021-06-05,"ms",782,15
2021-06-05,"mt",475,19
2021-06-05,"nc",3515,73
2021-06-05,"nd",264,4
2021-06-05,"ne",254,0
2021-06-05,"nh",178,3
2021-06-05,"nj",1806,72
2021-06-05,"nm",651,17
2021-06-05,"nv",1644,14
2021-06-05,"ny",4320,157
2021-06-05,"oh",2823,76
2021-06-05,"ok",775,25
2021-06-05,"or",1990,25
2021-06-05,"pa",4352,140
2021-06-05,"ri",249,9
2021-06-05,"sc",1036,24
2021-06-05,"sd",97,12
2021-06-05,"tn",1924,33
2021-06-05,"tx",9280,216
2021-06-05,"ut",1568,10
2021-06-05,"va",1421,69
2021-06-05,"vt",52,1
2021-06-05,"wa",4208,71
2021-06-05,"wi",1147,124
2021-06-05,"wv",945,21
2021-06-05,"wy",484,1
2021-06-12,"ak",178,4
2021-06-12,"al",1738,68
2021-06-12,"ar",1528,14
2021-06-12,"az",3090,63
2021-06-12,"ca",7094,30
2021-06-12,"co",2278,29
2021-06-12,"ct",459,15
2021-06-12,"de",252,2
2021-06-12,"fl",11454,280
2021-06-12,"ga",2613,172
2021-06-12,"hi",440,4
2021-06-12,"ia",567,31
2021-06-12,"id",720,15
2021-06-12,"il",2394,155
2021-06-12,"in",2543,60
2021-06-12,"ks",829,22
2021-06-12,"ky",1808,64
2021-06-12,"la",2373,33
2021-06-12,"ma",896,29
2021-06-12,"md",712,44
2021-06-12,"me",386,6
2021-06-12,"mi",2034,190
2021-06-12,"mn",1186,42
2021-06-12,"mo",3582,57
2021-06-12,"ms",926,28
2021-06-12,"mt",501,9
2021-06-12,"nc",3029,114
2021-06-12,"nd",231,4
2021-06-12,"ne",234,7
2021-06-12,"nh",191,5
2021-06-12,"nj",1412,51
2021-06-12,"nm",572,17
2021-06-12,"nv",1748,22
2021-06-12,"ny",3575,109
2021-06-12,"oh",2416,66
2021-06-12,"ok",842,9
2021-06-12,"or",1871,38
2021-06-12,"pa",3175,122
2021-06-12,"ri",221,5
2021-06-12,"sc",857,24
2021-06-12,"sd",82,4
2021-06-12,"tn",1520,17
2021-06-12,"tx",14418,206
2021-06-12,"ut",1945,12
2021-06-12,"va",1085,64
2021-06-12,"vt",68,0
2021-06-12,"wa",4109,0
2021-06-12,"wi",925,59
2021-06-12,"wv",707,36
2021-06-12,"wy",486,5
2021-06-19,"ak",195,0
2021-06-19,"al",1334,40
2021-06-19,"ar",1599,14
2021-06-19,"az",2938,77
2021-06-19,"ca",6751,132
2021-06-19,"co",2004,41
2021-06-19,"ct",315,9
2021-06-19,"de",206,3
2021-06-19,"fl",10095,290
2021-06-19,"ga",2378,161
2021-06-19,"hi",309,5
2021-06-19,"ia",524,13
2021-06-19,"id",491,6
2021-06-19,"il",1391,97
2021-06-19,"in",2145,50
2021-06-19,"ks",735,22
2021-06-19,"ky",1290,29
2021-06-19,"la",2099,40
2021-06-19,"ma",518,25
2021-06-19,"md",514,24
2021-06-19,"me",253,9
2021-06-19,"mi",1154,83
2021-06-19,"mn",792,33
2021-06-19,"mo",4454,33
2021-06-19,"ms",833,18
2021-06-19,"mt",406,10
2021-06-19,"nc",2415,75
2021-06-19,"nd",135,3
2021-06-19,"ne",194,3
2021-06-19,"nh",186,7
2021-06-19,"nj",1931,48
2021-06-19,"nm",654,19
2021-06-19,"nv",1735,27
2021-06-19,"ny",2606,65
2021-06-19,"oh",1940,56
2021-06-19,"ok",1141,29
2021-06-19,"or",1715,24
2021-06-19,"pa",2026,94
2021-06-19,"ri",170,2
2021-06-19,"sc",643,16
2021-06-19,"sd",52,1
2021-06-19,"tn",1350,25
2021-06-19,"tx",8140,182
2021-06-19,"ut",1997,5
2021-06-19,"va",924,50
2021-06-19,"vt",40,0
2021-06-19,"wa",3037,5
2021-06-19,"wi",598,34
2021-06-19,"wv",443,14
2021-06-19,"wy",376,9
2021-06-26,"ak",137,1
2021-06-26,"al",1277,30
2021-06-26,"ar",1782,19
2021-06-26,"az",3369,76
2021-06-26,"ca",10362,297
2021-06-26,"co",2229,30
2021-06-26,"ct",455,5
2021-06-26,"de",129,12
2021-06-26,"fl",11048,217
2021-06-26,"ga",2218,74
2021-06-26,"hi",312,5
2021-06-26,"ia",485,19
2021-06-26,"id",684,23
2021-06-26,"il",1782,72
2021-06-26,"in",1457,27
2021-06-26,"ks",745,18
2021-06-26,"ky",1037,23
2021-06-26,"la",2068,35
2021-06-26,"ma",384,18
2021-06-26,"md",381,27
2021-06-26,"me",170,4
2021-06-26,"mi",1135,98
2021-06-26,"mn",634,42
2021-06-26,"mo",5466,28
2021-06-26,"ms",889,24
2021-06-26,"mt",362,11
2021-06-26,"nc",2230,72
2021-06-26,"nd",103,5
2021-06-26,"ne",240,0
2021-06-26,"nh",149,4
2021-06-26,"nj",1642,62
2021-06-26,"nm",592,19
2021-06-26,"nv",2739,18
2021-06-26,"ny",2186,45
2021-06-26,"oh",1810,38
2021-06-26,"ok",1375,30
2021-06-26,"or",1418,10
2021-06-26,"pa",1404,83
2021-06-26,"ri",131,4
2021-06-26,"sc",696,27
2021-06-26,"sd",103,3
2021-06-26,"tn",1269,32
2021-06-26,"tx",8815,168
2021-06-26,"ut",2307,27
2021-06-26,"va",1465,59
2021-06-26,"vt",32,0
2021-06-26,"wa",3201,82
2021-06-26,"wi",579,52
2021-06-26,"wv",422,13
2021-06-26,"wy",461,6
2021-07-03,"ak",303,3
2021-07-03,"al",1364,22
2021-07-03,"ar",3325,20
2021-07-03,"az",3807,61
2021-07-03,"ca",3416,165
2021-07-03,"co",2459,33
2021-07-03,"ct",356,4
2021-07-03,"de",189,1
2021-07-03,"fl",15684,213
2021-07-03,"ga",2463,50
2021-07-03,"hi",337,2
2021-07-03,"ia",588,15
2021-07-03,"id",482,13
2021-07-03,"il",2084,58
2021-07-03,"in",2025,41
2021-07-03,"ks",1192,11
2021-07-03,"ky",1129,30
2021-07-03,"la",3039,34
2021-07-03,"ma",400,9
2021-07-03,"md",457,15
2021-07-03,"me",135,2
2021-07-03,"mi",1262,50
2021-07-03,"mn",620,32
2021-07-03,"mo",6012,80
2021-07-03,"ms",1349,24
2021-07-03,"mt",344,4
2021-07-03,"nc",2016,22
2021-07-03,"nd",74,0
2021-07-03,"ne",456,2
2021-07-03,"nh",152,1
2021-07-03,"nj",1433,38
2021-07-03,"nm",425,9
2021-07-03,"nv",3149,30
2021-07-03,"ny",2424,43
2021-07-03,"oh",1743,34
2021-07-03,"ok",1573,4
2021-07-03,"or",1038,18
2021-07-03,"pa",1227,62
2021-07-03,"ri",129,2
2021-07-03,"sc",1117,11
2021-07-03,"sd",92,7
2021-07-03,"tn",1807,23
2021-07-03,"tx",10022,212
2021-07-03,"ut",2442,23
2021-07-03,"va",844,21
2021-07-03,"vt",27,2
2021-07-03,"wa",2079,37
2021-07-03,"wi",607,36
2021-07-03,"wv",345,23
2021-07-03,"wy",494,7
2021-07-10,"ak",336,2
2021-07-10,"al",3307,44
2021-07-10,"ar",4881,35
2021-07-10,"az",4118,54
2021-07-10,"ca",13334,233
2021-07-10,"co",2951,30
2021-07-10,"ct",493,0
2021-07-10,"de",173,0
2021-07-10,"fl",23747,172
2021-07-10,"ga",3870,43
2021-07-10,"hi",446,3
2021-07-10,"ia",507,3
2021-07-10,"id",659,7
2021-07-10,"il",2945,60
2021-07-10,"in",2338,51
2021-07-10,"ks",1872,18
2021-07-10,"ky",1570,21
2021-07-10,"la",4998,24
2021-07-10,"ma",692,15
2021-07-10,"md",572,13
2021-07-10,"me",121,2
2021-07-10,"mi",1363,50
2021-07-10,"mn",637,12
2021-07-10,"mo",10089,48
2021-07-10,"ms",1871,20
2021-07-10,"mt",367,7
2021-07-10,"nc",3076,49
2021-07-10,"nd",124,4
2021-07-10,"ne",489,1
2021-07-10,"nh",153,3
2021-07-10,"nj",1675,29
